database name	gold	pred	equivalent reason	note
world_1	SELECT count(*) FROM country WHERE GovernmentForm  =  "Republic"	select count ( GovernmentForm ) from country where GovernmentForm like 1		
voter_1	SELECT count(*) FROM area_code_state	SELECT count( state ) FROM AREA_CODE_STATE		
car_1	SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';	SELECT count( * ) FROM countries JOIN car_makers  on car_makers.Country = countries.CountryId  JOIN model_list  on model_list.Maker = car_makers.Id  WHERE countries.CountryName = 1		
museum_visit	SELECT t1.name ,  t1.age FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id ORDER BY t2.num_of_ticket DESC LIMIT 1	SELECT visitor.Name, visitor.Age FROM visitor JOIN visit ON visitor.ID = visit.visitor_ID WHERE visit.Num_of_Ticket = (SELECT Max(visit.Num_of_Ticket) FROM visit) GROUP BY visitor.ID ORDER BY Count(*) Desc LIMIT 1		
employee_hire_evaluation	SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation)	select employee.name from employee where not ( employee.employee_id in ( select evaluation.employee_id from evaluation ) )		
dog_kennels	SELECT T1.first_name ,  T1.last_name ,  T2.size_code FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id	select Sizes.size_code , Owners.first_name , Owners.last_name from Dogs join Owners on Dogs.owner_id = Owners.owner_id join Sizes on Dogs.size_code = Sizes.size_code		
network_1	SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id)	select avg ( grade ) from Highschooler where ID in ( select student_id from Friend )		
network_1	SELECT min(grade) FROM Highschooler WHERE id NOT IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id)	SELECT Min(Highschooler.grade) FROM Highschooler WHERE Highschooler.ID NOT IN (SELECT Friend.student_id FROM Friend)		
dog_kennels	SELECT DISTINCT T1.first_name ,  T3.treatment_type_description FROM professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id JOIN Treatment_types AS T3 ON T2.treatment_type_code  =  T3.treatment_type_code	SELECT T3.first_name,T1.treatment_type_description FROM Treatment_Types AS T1 JOIN Treatments AS T2 ON T1.treatment_type_code = T2.treatment_type_code JOIN Professionals AS T3 ON T2.professional_id = T3.professional_id		
course_teach	SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID ORDER BY T3.Name	select T1.Name , T3.Course from teacher as T1 join course_arrange as T2 on T1.Teacher_ID = T2.Teacher_ID join course as T3 on T2.Course_ID = T3.Course_ID order by T1.Name		
world_1	SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1	select T2.Language from country as T1 join countrylanguage as T2 on T1.Code = T2.CountryCode group by T2.Language order by count ( * ) desc limit 1		
network_1	SELECT name ,  grade FROM Highschooler	select Highschooler.name , Highschooler.grade from Highschooler  group by Highschooler.ID		
cre_Doc_Template_Mgt	SELECT Other_Details FROM Paragraphs WHERE paragraph_text  =  'Korea'	SELECT T1.Other_Details FROM Paragraphs AS T1 WHERE T1.Paragraph_Text like 1		
dog_kennels	SELECT T1.first_name ,  T1.last_name ,  T2.size_code FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id	select Sizes.size_code , Owners.first_name , Owners.last_name from Dogs join Owners on Dogs.owner_id = Owners.owner_id join Sizes on Dogs.size_code = Sizes.size_code		
cre_Doc_Template_Mgt	SELECT count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_ID  =  T2.document_ID WHERE T2.document_name  =  'Summer Show'	SELECT count( DISTINCT T2.Paragraph_Text ) FROM Documents AS T1 JOIN Paragraphs AS T2 ON T1.Document_ID = T2.Document_ID WHERE T1.Document_Name = 'Summer Show'		
concert_singer	SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014	select T3.Name from concert as T1 join singer_in_concert as T2 on T1.concert_ID = T2.concert_ID join singer as T3 on T2.Singer_ID = T3.Singer_ID where T1.Year = 1		
dog_kennels	SELECT professional_id ,  role_code ,  email_address FROM Professionals EXCEPT SELECT T1.professional_id ,  T1.role_code ,  T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id	SELECT T1.professional_id, T1.role_code, T1.email_address FROM Professionals AS T1 WHERE T1.professional_id NOT IN (SELECT T2.professional_id FROM Treatments AS T2  )		
pets_1	SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid	SELECT StuID,count( * ) FROM Has_Pet GROUP BY StuID		
course_teach	SELECT Name FROM teacher WHERE Hometown != "Little Lever Urban Distric"	select teacher.Name from teacher  where  teacher.Hometown != " value "  and  teacher.Hometown != " value "		
tvshow	SELECT package_option FROM TV_Channel WHERE id NOT IN (SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones')	select tv_channel.package_option from tv_channel where  tv_channel.id not in (select tv_channel.id from cartoon join tv_channel on cartoon.channel = tv_channel.id where  cartoon.directed_by = 'value'  )		
cre_Doc_Template_Mgt	SELECT template_id ,  count(*) FROM Documents GROUP BY template_id	select documents.template_id , count ( * ) from documents join templates on documents.template_id = templates.template_id group by documents.template_id		
pets_1	SELECT avg(age) FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid)	SELECT avg(T1.Age) FROM Student AS T1 WHERE T1.StuID NOT IN (SELECT T2.StuID FROM Has_Pet AS T2  )		
student_transcripts_tracking	SELECT count(DISTINCT degree_summary_name) FROM Degree_Programs	SELECT count( * ) FROM Degree_Programs		
car_1	SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;	select model_list.model from car_names join model_list on car_names.Model = model_list.Model  group by model_list.model  order by count(*) desc limit 1		
dog_kennels	SELECT professional_id ,  role_code ,  email_address FROM Professionals EXCEPT SELECT T1.professional_id ,  T1.role_code ,  T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id	select Professionals.professional_id , Professionals.role_code , Professionals.email_address from Professionals  where  Professionals.professional_id not  in  ( select Treatments.professional_id from Treatments  )		
cre_Doc_Template_Mgt	SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code	select distinct Ref_Template_Types.Template_Type_Code , count(*) from Documents join Templates on Documents.Template_ID = Templates.Template_ID join Ref_Template_Types on Templates.Template_Type_Code = Ref_Template_Types.Template_Type_Code  group by Ref_Template_Types.Template_Type_Code		
student_transcripts_tracking	SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2	SELECT T4.transcript_date,T4.transcript_id FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id = T2.course_id JOIN Transcript_Contents AS T3 ON T2.student_course_id = T3.student_course_id JOIN Transcripts AS T4 ON T3.transcript_id = T4.transcript_id GROUP BY T4.transcript_id HAVING count( * ) >= 2		
tvshow	SELECT Air_Date FROM TV_series WHERE Episode = "A Love of a Lifetime";	select tv_series.air_date from tv_series join tv_channel on tv_series.channel = tv_channel.id where tv_series.episode = ' value '		
dog_kennels	SELECT name ,  age ,  weight FROM Dogs WHERE abandoned_yn  =  1	SELECT name, age, weight FROM Dogs WHERE abandoned_yn = 1 INTERSECT SELECT name, age, weight FROM Dogs WHERE abandoned_yn = 1		
battle_death	SELECT name FROM battle WHERE bulgarian_commander  =  'Kaloyan' AND latin_commander  =  'Baldwin I'	SELECT DISTINCT battle.name FROM battle WHERE battle.bulgarian_commander = 'terminal' AND battle.latin_commander = 'terminal' AND battle.latin_commander = 'terminal'		
cre_Doc_Template_Mgt	SELECT template_id ,  count(*) FROM Documents GROUP BY template_id	select templates.template_id , count ( * ) from templates join documents on templates.template_id = documents.template_id group by templates.template_id		
pets_1	SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')	SELECT Student.Major, Student.Age FROM Student WHERE Student.StuID NOT IN (SELECT Student.StuID FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.PetType = 1)		
flight_2	SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  "Aberdeen" AND T3.Airline  =  "United Airlines"	SELECT count( * ) FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline JOIN airports AS T3 ON T2.DestAirport = T3.AirportCode WHERE T3.City = 'Aberdeen' and T1.Airline = 'United Airlines'		
world_1	SELECT count(*) FROM country WHERE GovernmentForm  =  "Republic"	select count ( Name ) from country where GovernmentForm = 1		
network_1	SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id)	SELECT avg( grade ) FROM Highschooler WHERE ID IN ( SELECT student_id FROM Friend )		
world_1	SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1	select T2.Language from country as T1 join countrylanguage as T2 on T1.Code = T2.CountryCode group by T2.Language order by count ( * ) desc limit 1		
network_1	SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id)	SELECT Avg(Highschooler.grade) FROM Highschooler WHERE Highschooler.ID IN (SELECT Friend.student_id FROM Friend)		
flight_2	SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  "Aberdeen" AND T3.Airline  =  "United Airlines"	SELECT count( * ) FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline JOIN airports AS T3 ON T2.DestAirport = T3.AirportCode WHERE T3.City = 'aberdeen' and T1.Airline = 'united airlines'		
pets_1	SELECT avg(age) FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid)	select avg ( student.age ) from student where not ( student.stuid in ( select has_pet.stuid from has_pet ) )		
dog_kennels	SELECT DISTINCT T1.first_name ,  T3.treatment_type_description FROM professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id JOIN Treatment_types AS T3 ON T2.treatment_type_code  =  T3.treatment_type_code	SELECT T3.first_name,T1.treatment_type_description FROM Treatment_Types AS T1 JOIN Treatments AS T2 ON T1.treatment_type_code = T2.treatment_type_code JOIN Professionals AS T3 ON T2.professional_id = T3.professional_id		
cre_Doc_Template_Mgt	SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents	select templates.template_id from Templates where  templates.template_id not in (select Documents.Template_ID from Documents  )		
wta_1	SELECT winner_name FROM matches WHERE YEAR  =  2013 INTERSECT SELECT winner_name FROM matches WHERE YEAR  =  2016	SELECT T2.winner_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id = T2.winner_id WHERE T2.year = 2013 INTERSECT SELECT T2.winner_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id = T2.winner_id WHERE T2.year = 2016		
network_1	SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id)	select avg ( highschooler.grade ) from highschooler where highschooler.id in ( select friend.student_id from friend )		
student_transcripts_tracking	SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1	SELECT max( transcript_date ) FROM Transcripts		
world_1	SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1	SELECT countrylanguage.Language FROM country JOIN countrylanguage  on countrylanguage.CountryCode = country.Code  GROUP BY countrylanguage.Language ORDER BY count( * ) desc LIMIT 1		
network_1	SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id)	select avg ( grade ) from Highschooler where ID in ( select student_id from Friend )		
course_teach	SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID	SELECT teacher.Name, course.Course FROM course_arrange JOIN teacher ON course_arrange.Teacher_ID = teacher.Teacher_ID JOIN course ON course_arrange.Course_ID = course.Course_ID		
tvshow	SELECT id FROM TV_Channel EXCEPT SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones'	SELECT TV_Channel.id FROM TV_Channel EXCEPT SELECT TV_Channel.idFROM TV_Channel JOIN Cartoon  on Cartoon.Channel = TV_Channel.id  WHERE Cartoon.Directed_by = 1		
network_1	SELECT min(grade) FROM Highschooler WHERE id NOT IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id)	select min ( grade ) from highschooler where id not in ( select student_id from friend )		
cre_Doc_Template_Mgt	SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2	select T2.Document_ID from Paragraphs as T1 join Documents as T2 on T1.Document_ID = T2.Document_ID group by T1.Document_ID having count ( * ) between 1 and 1		
cre_Doc_Template_Mgt	SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  "Robbin CV"	select Documents.Document_ID , Templates.Template_ID , Documents.Document_Description from Documents join Templates on Documents.Template_ID = Templates.Template_ID where  Documents.Document_Name = 'Robbin CV'		
dog_kennels	SELECT count(DISTINCT dog_id) FROM Treatments	SELECT Count(*) FROM Treatments		
pets_1	SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')	SELECT Student.Major, Student.Age FROM Student WHERE Student.StuID NOT IN (SELECT Student.StuID FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.PetType = 1)		
cre_Doc_Template_Mgt	SELECT Other_Details FROM Paragraphs WHERE paragraph_text  =  'Korea'	SELECT Paragraphs.Other_Details FROM Paragraphs WHERE Paragraphs.Paragraph_Text LIKE 'terminal'		
pets_1	SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid	SELECT Student.Fname, Student.Age FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID JOIN Pets ON Has_Pet.PetID = Pets.PetID		
cre_Doc_Template_Mgt	SELECT template_id ,  count(*) FROM Documents GROUP BY template_id	select templates.template_id , count(*) from Documents join Templates on Documents.Template_ID = Templates.Template_ID  group by templates.template_id		
cre_Doc_Template_Mgt	SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1	select templates.template_id from Documents join Templates on Documents.Template_ID = Templates.Template_ID  group by templates.template_id having  count(*) > "value"		
employee_hire_evaluation	SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000	select shop.district from shop where shop.number_products > 3000 intersect select shop.district from shop where shop.number_products < 10000		
course_teach	SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID	SELECT teacher.Name, course.Course FROM course_arrange JOIN teacher ON course_arrange.Teacher_ID = teacher.Teacher_ID JOIN course ON course_arrange.Course_ID = course.Course_ID		
course_teach	SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID ORDER BY T3.Name	select teacher.Name , course.Course from course_arrange join teacher on course_arrange.Teacher_ID = teacher.Teacher_ID join course on course_arrange.Course_ID = course.Course_ID   order by teacher.Name asc		
pets_1	SELECT avg(age) FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid)	select avg ( Age ) from Student where StuID not in ( select StuID from Has_Pet )		
car_1	SELECT mpg FROM CARS_DATA WHERE Cylinders  =  8 OR YEAR  <  1980 ORDER BY mpg DESC LIMIT 1;	SELECT Max(cars_data.MPG) FROM cars_data WHERE cars_data.Cylinders = 'terminal' OR cars_data.Year < 'terminal'		
course_teach	SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  "Math"	select T1.Name from teacher as T1 join course_arrange as T2 on T1.Teacher_ID = T2.Teacher_ID join course as T3 on T2.Course_ID = T3.Course_ID where T3.Course = 1		
world_1	SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1	SELECT countrylanguage.Language FROM countrylanguage JOIN country GROUP BY countrylanguage.Language ORDER BY COUNT(*) DESC LIMIT 1		
car_1	SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';	SELECT T2.Accelerate FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId = T2.Id WHERE T1.Make = 'amc hornet sportabout' and T1.Make = 'amc hornet sportabout ( sw'		
student_transcripts_tracking	SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1	SELECT max( transcript_date ) FROM Transcripts		
pets_1	SELECT avg(age) FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid)	SELECT Avg(Student.Age) FROM Student WHERE Student.StuID NOT IN (SELECT Has_Pet.StuID FROM Has_Pet)		
pets_1	SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1	select Student.Fname , Student.Sex from Has_Pet join Student on Has_Pet.StuID = Student.StuID join Pets on Has_Pet.PetID = Pets.PetID  group by Student.StuID having  count(*) > 1		
voter_1	SELECT count(*) FROM area_code_state	SELECT count(state) FROM AREA_CODE_STATE		
course_teach	SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  "Math"	select T1.Name from teacher as T1 join course_arrange as T2 on T1.Teacher_ID = T2.Teacher_ID join course as T3 on T2.Course_ID = T3.Course_ID where T3.Course = 1		
network_1	SELECT min(grade) FROM Highschooler WHERE id NOT IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id)	select min ( highschooler.grade ) from highschooler where highschooler.id not in ( select friend.student_id from friend )		
cre_Doc_Template_Mgt	SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1	SELECT Ref_Template_Types.Template_Type_Code FROM Ref_Template_Types JOIN Templates  on Templates.Template_Type_Code = Ref_Template_Types.Template_Type_Code  GROUP BY Templates.Template_Type_Code ORDER BY count( * ) desc LIMIT 1		
cre_Doc_Template_Mgt	SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents	select Templates.Template_ID from Templates where  templates.template_id not in (select Documents.Template_ID from Documents  )		
network_1	SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend	select highschooler.id from highschooler except select highschooler.id from highschooler join friend on highschooler.id = friend.student_id		
cre_Doc_Template_Mgt	SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*)  >=  2	select Documents.Document_ID from Paragraphs join Documents on Paragraphs.Document_ID = Documents.Document_ID  group by Documents.Document_ID having  count(*) >= 2		
cre_Doc_Template_Mgt	SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code	select templates.template_type_code , count ( * ) from templates join ref_template_types on templates.template_type_code = ref_template_types.template_type_code group by templates.template_type_code		
dog_kennels	SELECT name ,  age ,  weight FROM Dogs WHERE abandoned_yn  =  1	SELECT Dogs.name, Dogs.age, Dogs.weight FROM Dogs WHERE Dogs.abandoned_yn = 'terminal' AND Dogs.abandoned_yn = 'terminal'		
voter_1	SELECT count(*) FROM area_code_state	SELECT count(T1.state) FROM AREA_CODE_STATE AS T1		
pets_1	SELECT petid ,  weight FROM pets WHERE pet_age  >  1	select PetID , weight from Pets where pet_age > 1 group by PetID		
network_1	SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id)	select avg ( grade ) from Highschooler where ID in ( select student_id from Friend )		
cre_Doc_Template_Mgt	SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents	select templates.template_id from templates where  templates.template_id not in (select documents.template_id from documents  )		
cre_Doc_Template_Mgt	SELECT Other_Details FROM Paragraphs WHERE paragraph_text  =  'Korea'	select Paragraphs.Other_Details from Paragraphs  where  Paragraphs.Paragraph_Text like "value"		
orchestra	SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance)	select orchestra.orchestra from orchestra where not ( orchestra.orchestra_id in ( select performance.orchestra_id from performance ) )		
car_1	SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';	select T4.Maker from cars_data as T1 join car_names as T2 on T1.Id = T2.MakeId join model_list as T3 on T2.Model = T3.Model join car_makers as T4 on T3.Maker = T4.Id where T1.Year = 1		
world_1	SELECT COUNT( DISTINCT Continent) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "Chinese"	select count(*) from countrylanguage join country on countrylanguage.CountryCode = country.Code where  countrylanguage.language = "value"		
student_transcripts_tracking	SELECT count(DISTINCT degree_summary_name) FROM Degree_Programs	SELECT count(*) FROM Degree_Programs		
course_teach	SELECT Name FROM teacher WHERE Teacher_id NOT IN (SELECT Teacher_id FROM course_arrange)	select teacher.name from teacher where not ( teacher.teacher_id in ( select course_arrange.teacher_id from course_arrange ) )		
battle_death	SELECT T1.id ,  T1.name FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle JOIN death AS T3 ON T2.id  =  T3.caused_by_ship_id GROUP BY T1.id HAVING sum(T3.killed)  >  10	select battle.id , battle.name from death join ship on death.caused_by_ship_id = ship.id join battle on ship.lost_in_battle = battle.id  group by battle.id having  sum(death.killed) > 10		
pets_1	SELECT avg(age) FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid)	SELECT avg( Student.Age ) FROM Student WHERE Student.StuID not in ( SELECT Has_Pet.StuID FROM Has_Pet )		
student_transcripts_tracking	SELECT  T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1	select courses.course_name from Student_Enrolment_Courses join Student_Enrolment on Student_Enrolment_Courses.student_enrolment_id = Student_Enrolment.student_enrolment_id join Courses on Student_Enrolment_Courses.course_id = Courses.course_id  group by courses.course_name  order by count(*) desc limit 1		
network_1	SELECT student_id ,  count(*) FROM Likes GROUP BY student_id	select count ( * ) , likes.student_id from highschooler join likes on highschooler.id = likes.student_id group by likes.student_id		
poker_player	SELECT max(Final_Table_Made) FROM poker_player WHERE Earnings  <  200000	select max ( poker_player.final_table_made ) from poker_player join people on poker_player.people_id = people.people_id where poker_player.earnings < ' value '		
network_1	SELECT student_id ,  count(*) FROM Friend GROUP BY student_id	SELECT student_id,count( friend_id ) FROM Friend GROUP BY student_id		
dog_kennels	SELECT DISTINCT T1.first_name ,  T3.treatment_type_description FROM professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id JOIN Treatment_types AS T3 ON T2.treatment_type_code  =  T3.treatment_type_code	SELECT T3.first_name,T1.treatment_type_description FROM Treatment_Types AS T1 JOIN Treatments AS T2 ON T1.treatment_type_code = T2.treatment_type_code JOIN Professionals AS T3 ON T2.professional_id = T3.professional_id		
cre_Doc_Template_Mgt	SELECT document_id ,  count(*) FROM Paragraphs GROUP BY document_id ORDER BY document_id	select Documents.Document_ID , count(*) from Paragraphs join Documents on Paragraphs.Document_ID = Documents.Document_ID  group by Documents.Document_ID		
cre_Doc_Template_Mgt	SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents	select Templates.Template_ID from Templates where  templates.template_id not in (select Documents.Template_ID from Documents  )		
pets_1	SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat'	select student.stuid from Student where  student.stuid not in (select Has_Pet.StuID from Has_Pet join Pets on Has_Pet.PetID = Pets.PetID where  pets.pettype = "value"  )		
car_1	SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;	select distinct car_names.Model from cars_data join car_names on cars_data.Id = car_names.MakeId where  cars_data.Year > 1980		
dog_kennels	SELECT name ,  age ,  weight FROM Dogs WHERE abandoned_yn  =  1	SELECT Dogs.name , Dogs.age , Dogs.weight FROM Dogs WHERE Dogs.abandoned_yn = 1 INTERSECT SELECT Dogs.name , Dogs.age , Dogs.weight FROM Dogs WHERE Dogs.abandoned_yn = 1		
course_teach	SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID ORDER BY T3.Name	select T1.Name , T3.Course from teacher as T1 join course_arrange as T2 on T1.Teacher_ID = T2.Teacher_ID join course as T3 on T2.Course_ID = T3.Course_ID order by T1.Name asc		
pets_1	SELECT avg(age) FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid)	select avg ( student.age ) from student where not ( student.stuid in ( select has_pet.stuid from has_pet ) )		
